-89.894,0.027,-1.486,-9.816,-0.008,0.020,0.000,0.000,0.000
-89.889,0.031,-1.487,-9.807,-0.011,0.025,0.001,0.000,-0.000
-89.884,0.032,-1.487,-9.807,-0.008,0.026,0.001,0.000,-0.000
-89.889,0.038,-1.487,-9.805,-0.014,0.011,0.000,-0.000,0.000
-89.893,0.035,-1.487,-9.802,-0.002,0.014,0.000,0.000,0.000
-89.886,0.035,-1.487,-9.802,-0.005,0.029,0.000,0.000,0.001
-89.880,0.033,-1.488,-9.804,-0.002,0.029,0.001,0.000,-0.000
-89.888,0.025,-1.488,-9.802,0.006,0.008,0.001,0.000,0.000
-89.887,0.025,-1.489,-9.816,-0.003,0.021,0.001,0.000,-0.000
-89.886,0.023,-1.489,-9.810,-0.001,0.021,0.000,-0.000,-0.000
-89.881,0.016,-1.489,-9.803,0.006,0.028,0.000,0.000,0.000
-89.883,0.026,-1.489,-9.815,-0.018,0.018,-0.000,-0.000,0.000
-89.882,0.022,-1.489,-9.820,0.004,0.020,-0.000,0.000,0.001
-89.881,0.024,-1.489,-9.807,-0.007,0.022,0.000,-0.000,0.000
-89.876,0.028,-1.489,-9.804,-0.010,0.029,0.000,-0.001,0.000
-89.875,0.033,-1.489,-9.804,-0.014,0.023,0.000,0.000,-0.001
-89.879,0.029,-1.490,-9.808,0.001,0.015,0.001,-0.000,-0.000
-89.878,0.025,-1.490,-9.822,0.002,0.022,0.000,-0.000,-0.000
-89.876,0.030,-1.490,-9.815,-0.014,0.024,0.001,0.000,-0.001
-89.876,0.035,-1.491,-9.822,-0.013,0.022,0.000,-0.000,0.000
-89.873,0.034,-1.490,-9.814,-0.004,0.026,-0.000,0.000,0.001
-89.875,0.033,-1.491,-9.814,-0.004,0.019,0.001,-0.000,0.001
-89.873,0.031,-1.490,-9.817,-0.001,0.026,-0.001,-0.000,0.001
-89.876,0.027,-1.491,-9.810,0.001,0.017,0.001,-0.001,0.001
-89.878,0.030,-1.491,-9.811,-0.009,0.019,0.000,-0.001,0.000
-89.886,0.035,-1.491,-9.814,-0.014,0.009,0.001,-0.001,0.000
-89.889,0.036,-1.491,-9.808,-0.007,0.015,0.000,-0.001,0.001
-89.886,0.035,-1.492,-9.816,-0.004,0.023,0.001,0.000,0.001
-89.884,0.036,-1.492,-9.811,-0.007,0.023,0.000,0.000,0.000
-89.888,0.034,-1.492,-9.805,-0.004,0.013,0.000,0.001,-0.000
-89.896,0.032,-1.492,-9.799,-0.002,0.007,0.000,0.000,0.000
-89.891,0.032,-1.492,-9.804,-0.005,0.028,0.001,-0.000,0.001
-89.888,0.028,-1.493,-9.809,0.001,0.023,0.000,-0.001,0.000
-89.885,0.026,-1.493,-9.804,-0.003,0.025,0.001,-0.001,-0.000
-89.881,0.027,-1.494,-9.808,-0.005,0.026,0.001,-0.000,0.000
-89.882,0.023,-1.494,-9.812,0.001,0.019,0.000,0.000,-0.000
-89.885,0.018,-1.494,-9.806,0.003,0.015,0.001,0.000,-0.001
-89.883,0.017,-1.495,-9.802,-0.001,0.022,0.001,0.000,0.001
-89.882,0.020,-1.495,-9.805,-0.009,0.022,0.001,0.000,0.000
-89.880,0.017,-1.496,-9.808,0.002,0.024,0.001,-0.001,-0.000
-89.876,0.013,-1.496,-9.812,0.002,0.027,0.000,0.000,0.000
-89.878,0.016,-1.496,-9.814,-0.007,0.017,0.001,0.000,0.000
-89.876,0.021,-1.497,-9.807,-0.011,0.024,0.000,0.000,-0.000
-89.877,0.023,-1.497,-9.799,-0.007,0.021,0.000,-0.001,0.000
-89.874,0.019,-1.497,-9.801,0.001,0.026,0.000,-0.001,-0.000
-89.871,0.018,-1.497,-9.808,-0.001,0.027,0.000,-0.000,0.001
-89.868,0.018,-1.497,-9.796,-0.002,0.028,0.001,-0.001,0.001
-89.872,0.022,-1.498,-9.811,-0.011,0.017,0.000,-0.001,-0.001
-89.878,0.023,-1.498,-9.816,-0.005,0.013,0.000,0.000,-0.001
-89.879,0.025,-1.497,-9.817,-0.008,0.019,-0.001,-0.000,0.000
-89.876,0.025,-1.497,-9.818,-0.003,0.026,-0.000,-0.001,0.000
-89.870,0.025,-1.497,-9.813,-0.004,0.032,0.000,-0.001,0.001
-89.872,0.025,-1.497,-9.810,-0.005,0.020,-0.000,-0.000,-0.000
-89.871,0.025,-1.497,-9.801,-0.005,0.023,-0.000,-0.000,-0.001
-89.876,0.031,-1.497,-9.814,-0.013,0.014,0.000,-0.000,0.000
-89.876,0.027,-1.498,-9.814,0.000,0.022,0.001,-0.000,-0.000
-89.872,0.027,-1.498,-9.816,-0.005,0.028,0.000,-0.000,-0.000
-89.877,0.030,-1.498,-9.810,-0.009,0.014,0.001,-0.000,0.000
-89.881,0.028,-1.498,-9.812,-0.002,0.014,0.001,-0.001,-0.000
-89.885,0.028,-1.498,-9.804,-0.004,0.016,-0.000,-0.001,-0.000
-89.883,0.029,-1.498,-9.812,-0.006,0.022,0.000,-0.000,0.000
-89.883,0.029,-1.499,-9.810,-0.005,0.020,0.001,0.000,0.000
-89.883,0.027,-1.499,-9.810,-0.001,0.021,0.001,-0.000,0.000
-89.886,0.027,-1.499,-9.805,-0.004,0.016,-0.000,-0.001,0.000
-89.890,0.025,-1.499,-9.808,-0.002,0.014,0.001,-0.001,-0.000
-89.889,0.029,-1.499,-9.814,-0.010,0.020,-0.000,-0.000,0.000
-89.889,0.033,-1.499,-9.802,-0.010,0.019,-0.001,-0.000,0.001
-89.882,0.039,-1.499,-9.809,-0.016,0.033,0.001,-0.001,-0.000
-89.881,0.042,-1.500,-9.815,-0.011,0.022,0.001,-0.001,0.000
-89.879,0.044,-1.500,-9.808,-0.011,0.024,0.000,-0.001,0.000
-89.880,0.044,-1.500,-9.812,-0.007,0.019,-0.000,-0.000,0.000
-89.876,0.042,-1.500,-9.809,-0.005,0.026,0.001,0.000,-0.000
-89.878,0.041,-1.500,-9.809,-0.004,0.017,0.001,0.000,0.000
-89.888,0.043,-1.501,-9.807,-0.011,0.007,0.001,-0.001,0.000
-89.886,0.043,-1.501,-9.814,-0.008,0.022,0.001,-0.000,-0.000
-89.883,0.044,-1.502,-9.817,-0.008,0.024,0.000,0.001,0.000
